,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
985,22.0,5.0,41,40
986,22.0,5.0,253,40
987,22.0,5.0,41,40
988,22.0,5.0,41,10
989,22.0,5.0,253,10
990,22.0,5.0,41,10
991,22.0,5.0,41,11
992,22.0,5.0,253,11
993,22.0,5.0,41,11
994,22.0,5.0,41,61
995,22.0,5.0,253,61
996,22.0,5.0,41,61
997,22.0,5.0,41,13
998,22.0,5.0,253,13
999,22.0,5.0,41,13
1000,22.0,5.0,41,22
1001,22.0,5.0,253,22
1002,22.0,5.0,41,22
1003,22.0,5.0,41,62
1004,22.0,5.0,253,62
1005,22.0,5.0,41,62
1006,22.0,5.0,41,40
1007,22.0,5.0,253,40
1008,22.0,5.0,41,40
1009,22.0,5.0,41,10
1010,22.0,5.0,253,10
1011,22.0,5.0,41,10
1012,22.0,5.0,41,11
1013,22.0,5.0,253,11
1014,22.0,5.0,41,11
1015,22.0,5.0,41,61
1016,22.0,5.0,253,61
1017,22.0,5.0,41,61
1018,22.0,5.0,41,13
1019,22.0,5.0,253,13
1020,22.0,5.0,41,13
1021,22.0,5.0,41,22
1022,22.0,5.0,253,22
1023,22.0,5.0,41,22
1024,22.0,5.0,41,62
1025,22.0,5.0,253,62
1026,22.0,5.0,41,62
1027,19.0,4.0,175,41
1028,3.0,4.0,288,41
1029,19.0,4.0,88,41
1030,20.0,4.0,253,41
1031,19.0,4.0,175,41
1032,3.0,4.0,288,41
1033,19.0,4.0,88,41
1034,20.0,4.0,253,41
1035,3.0,5.0,123,61
1036,3.0,5.0,123,61
1037,3.0,5.0,203,61
1038,3.0,5.0,123,22
1039,3.0,5.0,123,22
1040,3.0,5.0,203,22
1041,3.0,5.0,123,90
1042,3.0,5.0,123,90
1043,3.0,5.0,203,90
1044,3.0,5.0,123,79
1045,3.0,5.0,123,79
1046,3.0,5.0,203,79
1047,3.0,5.0,123,91
1048,3.0,5.0,123,91
1049,3.0,5.0,203,91
1050,3.0,5.0,123,96
1051,3.0,5.0,123,96
1052,3.0,5.0,203,96
1053,3.0,5.0,123,61
1054,3.0,5.0,123,61
1055,3.0,5.0,203,61
1056,3.0,5.0,123,22
1057,3.0,5.0,123,22
1058,3.0,5.0,203,22
1059,3.0,5.0,123,90
1060,3.0,5.0,123,90
1061,3.0,5.0,203,90
1062,3.0,5.0,123,79
1063,3.0,5.0,123,79
1064,3.0,5.0,203,79
1065,3.0,5.0,123,91
1066,3.0,5.0,123,91
1067,3.0,5.0,203,91
1068,3.0,5.0,123,96
1069,3.0,5.0,123,96
1070,3.0,5.0,203,96
1071,9.0,5.0,7,61
1072,9.0,5.0,156,61
1073,9.0,5.0,290,61
1074,9.0,5.0,286,61
1075,9.0,5.0,7,2
1076,9.0,5.0,156,2
1077,9.0,5.0,290,2
1078,9.0,5.0,286,2
1079,20.0,2.0,307,61
1080,20.0,2.0,307,13
1081,20.0,2.0,307,22
1082,20.0,2.0,307,62
1083,20.0,2.0,307,61
1084,20.0,2.0,307,13
1085,20.0,2.0,307,22
1086,20.0,2.0,307,62
1087,20.0,2.0,307,61
1088,20.0,2.0,307,13
1089,20.0,2.0,307,22
1090,20.0,2.0,307,62
1091,20.0,2.0,307,61
1092,20.0,2.0,307,13
1093,20.0,2.0,307,22
1094,20.0,2.0,307,62
1095,7.0,2.0,338,61
1096,8.0,2.0,206,61
1097,7.0,2.0,338,13
1098,8.0,2.0,206,13
1099,7.0,2.0,338,22
1100,8.0,2.0,206,22
1101,7.0,2.0,338,62
1102,8.0,2.0,206,62
1103,7.0,2.0,338,61
1104,8.0,2.0,206,61
1105,7.0,2.0,338,13
1106,8.0,2.0,206,13
1107,7.0,2.0,338,22
1108,8.0,2.0,206,22
1109,7.0,2.0,338,62
1110,8.0,2.0,206,62
1111,7.0,2.0,338,61
1112,8.0,2.0,206,61
1113,7.0,2.0,338,13
1114,8.0,2.0,206,13
1115,7.0,2.0,338,22
1116,8.0,2.0,206,22
1117,7.0,2.0,338,62
1118,8.0,2.0,206,62
1119,7.0,2.0,338,61
1120,8.0,2.0,206,61
1121,7.0,2.0,338,13
1122,8.0,2.0,206,13
1123,7.0,2.0,338,22
1124,8.0,2.0,206,22
1125,7.0,2.0,338,62
1126,8.0,2.0,206,62
1127,7.0,3.0,338,61
1128,8.0,3.0,206,61
1129,7.0,3.0,338,13
1130,8.0,3.0,206,13
1131,7.0,3.0,338,22
1132,8.0,3.0,206,22
1133,7.0,3.0,338,62
1134,8.0,3.0,206,62
1135,7.0,3.0,338,61
1136,8.0,3.0,206,61
1137,7.0,3.0,338,13
1138,8.0,3.0,206,13
1139,7.0,3.0,338,22
1140,8.0,3.0,206,22
1141,7.0,3.0,338,62
1142,8.0,3.0,206,62
1143,20.0,5.0,292,40
1144,20.0,5.0,18,40
1145,20.0,5.0,145,40
1146,20.0,5.0,292,61
1147,20.0,5.0,18,61
1148,20.0,5.0,145,61
1149,20.0,5.0,292,13
1150,20.0,5.0,18,13
1151,20.0,5.0,145,13
1152,20.0,5.0,292,22
1153,20.0,5.0,18,22
1154,20.0,5.0,145,22
1155,20.0,5.0,292,62
1156,20.0,5.0,18,62
1157,20.0,5.0,145,62
1158,20.0,5.0,292,40
1159,20.0,5.0,18,40
1160,20.0,5.0,145,40
1161,20.0,5.0,292,61
1162,20.0,5.0,18,61
1163,20.0,5.0,145,61
1164,20.0,5.0,292,13
1165,20.0,5.0,18,13
1166,20.0,5.0,145,13
1167,20.0,5.0,292,22
1168,20.0,5.0,18,22
1169,20.0,5.0,145,22
1170,20.0,5.0,292,62
1171,20.0,5.0,18,62
1172,20.0,5.0,145,62
1173,20.0,5.0,122,61
1174,20.0,5.0,125,61
1175,20.0,5.0,123,61
1176,20.0,5.0,126,61
1177,20.0,5.0,122,22
1178,20.0,5.0,125,22
1179,20.0,5.0,123,22
1180,20.0,5.0,126,22
1181,20.0,5.0,122,2
1182,20.0,5.0,125,2
1183,20.0,5.0,123,2
1184,20.0,5.0,126,2
1185,20.0,5.0,122,61
1186,20.0,5.0,125,61
1187,20.0,5.0,123,61
1188,20.0,5.0,126,61
1189,20.0,5.0,122,22
1190,20.0,5.0,125,22
1191,20.0,5.0,123,22
1192,20.0,5.0,126,22
1193,20.0,5.0,122,2
1194,20.0,5.0,125,2
1195,20.0,5.0,123,2
1196,20.0,5.0,126,2
1197,20.0,5.0,122,61
1198,20.0,5.0,125,61
1199,20.0,5.0,123,61
1200,20.0,5.0,126,61
1201,20.0,5.0,122,22
1202,20.0,5.0,125,22
1203,20.0,5.0,123,22
1204,20.0,5.0,126,22
1205,20.0,5.0,122,2
1206,20.0,5.0,125,2
1207,20.0,5.0,123,2
1208,20.0,5.0,126,2
1209,20.0,5.0,9,61
1210,20.0,5.0,9,13
1211,20.0,5.0,9,22
1212,20.0,5.0,9,61
1213,20.0,5.0,9,13
1214,20.0,5.0,9,22
1215,8.0,4.0,95,61
1216,8.0,4.0,19,61
1217,9.0,4.0,46,61
1218,14.0,4.0,373,61
1219,8.0,4.0,95,22
1220,8.0,4.0,19,22
1221,9.0,4.0,46,22
1222,14.0,4.0,373,22
1223,8.0,4.0,95,61
1224,8.0,4.0,19,61
1225,9.0,4.0,46,61
1226,14.0,4.0,373,61
1227,8.0,4.0,95,22
1228,8.0,4.0,19,22
1229,9.0,4.0,46,22
1230,14.0,4.0,373,22
1231,8.0,4.0,95,61
1232,8.0,4.0,19,61
1233,9.0,4.0,46,61
1234,14.0,4.0,373,61
1235,8.0,4.0,95,22
1236,8.0,4.0,19,22
1237,9.0,4.0,46,22
1238,14.0,4.0,373,22
1239,8.0,4.0,46,40
1240,8.0,4.0,221,40
1241,8.0,4.0,46,61
1242,8.0,4.0,221,61
1243,8.0,4.0,46,22
1244,8.0,4.0,221,22
1245,8.0,4.0,46,62
1246,8.0,4.0,221,62
1247,8.0,4.0,46,40
1248,8.0,4.0,221,40
1249,8.0,4.0,46,61
1250,8.0,4.0,221,61
1251,8.0,4.0,46,22
1252,8.0,4.0,221,22
1253,8.0,4.0,46,62
1254,8.0,4.0,221,62
1255,8.0,4.0,46,40
1256,8.0,4.0,221,40
1257,8.0,4.0,46,61
1258,8.0,4.0,221,61
1259,8.0,4.0,46,22
1260,8.0,4.0,221,22
1261,8.0,4.0,46,62
1262,8.0,4.0,221,62
1263,20.0,5.0,292,40
1264,20.0,5.0,18,40
1265,20.0,5.0,145,40
1266,20.0,5.0,292,61
1267,20.0,5.0,18,61
1268,20.0,5.0,145,61
1269,20.0,5.0,292,13
1270,20.0,5.0,18,13
1271,20.0,5.0,145,13
1272,20.0,5.0,292,22
1273,20.0,5.0,18,22
1274,20.0,5.0,145,22
1275,20.0,5.0,292,62
1276,20.0,5.0,18,62
1277,20.0,5.0,145,62
1278,20.0,5.0,292,40
1279,20.0,5.0,18,40
1280,20.0,5.0,145,40
1281,20.0,5.0,292,61
1282,20.0,5.0,18,61
1283,20.0,5.0,145,61
1284,20.0,5.0,292,13
1285,20.0,5.0,18,13
1286,20.0,5.0,145,13
1287,20.0,5.0,292,22
1288,20.0,5.0,18,22
1289,20.0,5.0,145,22
1290,20.0,5.0,292,62
1291,20.0,5.0,18,62
1292,20.0,5.0,145,62
1293,20.0,5.0,326,71
1294,20.0,5.0,326,40
1295,20.0,5.0,326,61
1296,20.0,5.0,326,13
1297,20.0,5.0,326,71
1298,20.0,5.0,326,40
1299,20.0,5.0,326,61
1300,20.0,5.0,326,13
1301,20.0,5.0,326,71
1302,20.0,5.0,326,40
1303,20.0,5.0,326,61
1304,20.0,5.0,326,13
1305,25.0,4.0,167,71
1306,3.0,4.0,374,71
1307,25.0,4.0,167,40
1308,3.0,4.0,374,40
1309,3.0,4.0,269,71
1310,3.0,4.0,390,71
1311,3.0,4.0,269,40
1312,3.0,4.0,390,40
1313,3.0,4.0,269,11
1314,3.0,4.0,390,11
1315,3.0,4.0,331,71
1316,20.0,4.0,408,71
1317,20.0,4.0,333,71
1318,20.0,4.0,334,71
1319,20.0,4.0,331,71
1320,3.0,4.0,331,10
1321,20.0,4.0,408,10
1322,20.0,4.0,333,10
1323,20.0,4.0,334,10
1324,20.0,4.0,331,10
1325,3.0,4.0,331,11
1326,20.0,4.0,408,11
1327,20.0,4.0,333,11
1328,20.0,4.0,334,11
1329,20.0,4.0,331,11
1330,28.0,5.0,104,25
1331,9.0,4.0,178,71
1332,9.0,4.0,304,71
1333,9.0,4.0,207,71
1334,9.0,4.0,265,71
1335,9.0,4.0,133,71
1336,9.0,4.0,81,71
1337,9.0,4.0,178,40
1338,9.0,4.0,304,40
1339,9.0,4.0,207,40
1340,9.0,4.0,265,40
1341,9.0,4.0,133,40
1342,9.0,4.0,81,40
1343,9.0,4.0,178,10
1344,9.0,4.0,304,10
1345,9.0,4.0,207,10
1346,9.0,4.0,265,10
1347,9.0,4.0,133,10
1348,9.0,4.0,81,10
1349,9.0,4.0,178,11
1350,9.0,4.0,304,11
1351,9.0,4.0,207,11
1352,9.0,4.0,265,11
1353,9.0,4.0,133,11
1354,9.0,4.0,81,11
1355,9.0,4.0,178,61
1356,9.0,4.0,304,61
1357,9.0,4.0,207,61
1358,9.0,4.0,265,61
1359,9.0,4.0,133,61
1360,9.0,4.0,81,61
1361,9.0,4.0,178,22
1362,9.0,4.0,304,22
1363,9.0,4.0,207,22
1364,9.0,4.0,265,22
1365,9.0,4.0,133,22
1366,9.0,4.0,81,22
1367,9.0,4.0,178,62
1368,9.0,4.0,304,62
1369,9.0,4.0,207,62
1370,9.0,4.0,265,62
1371,9.0,4.0,133,62
1372,9.0,4.0,81,62
1373,12.0,4.0,320,11
1374,12.0,4.0,320,61
1375,12.0,4.0,320,22
1376,12.0,4.0,320,62
1377,12.0,4.0,320,66
1378,12.0,4.0,320,11
1379,12.0,4.0,320,61
1380,12.0,4.0,320,22
1381,12.0,4.0,320,62
1382,12.0,4.0,320,66
1383,12.0,4.0,320,11
1384,12.0,4.0,320,61
1385,12.0,4.0,320,22
1386,12.0,4.0,320,62
1387,12.0,4.0,320,66
1388,3.0,4.0,280,71
1389,3.0,4.0,180,71
1390,3.0,4.0,280,29
1391,3.0,4.0,180,29
1392,3.0,4.0,331,71
1393,20.0,4.0,408,71
1394,20.0,4.0,333,71
1395,20.0,4.0,334,71
1396,20.0,4.0,331,71
1397,3.0,4.0,331,10
1398,20.0,4.0,408,10
1399,20.0,4.0,333,10
1400,20.0,4.0,334,10
1401,20.0,4.0,331,10
1402,3.0,4.0,331,11
1403,20.0,4.0,408,11
1404,20.0,4.0,333,11
1405,20.0,4.0,334,11
1406,20.0,4.0,331,11
1407,25.0,4.0,167,71
1408,3.0,4.0,374,71
1409,25.0,4.0,167,40
1410,3.0,4.0,374,40
1411,8.0,4.0,282,61
1412,0.0,4.0,148,61
1413,0.0,4.0,332,61
1414,0.0,4.0,91,61
1415,8.0,4.0,282,61
1416,0.0,4.0,148,61
1417,0.0,4.0,332,61
1418,0.0,4.0,91,61
1419,8.0,4.0,300,61
1420,8.0,4.0,161,61
1421,22.0,4.0,376,61
1422,25.0,4.0,157,61
1423,25.0,4.0,403,61
1424,8.0,4.0,300,22
1425,8.0,4.0,161,22
1426,22.0,4.0,376,22
1427,25.0,4.0,157,22
1428,25.0,4.0,403,22
1429,8.0,4.0,300,62
1430,8.0,4.0,161,62
1431,22.0,4.0,376,62
1432,25.0,4.0,157,62
1433,25.0,4.0,403,62
1434,8.0,4.0,300,77
1435,8.0,4.0,161,77
1436,22.0,4.0,376,77
1437,25.0,4.0,157,77
1438,25.0,4.0,403,77
1439,9.0,5.0,7,61
1440,9.0,5.0,156,61
1441,9.0,5.0,290,61
1442,9.0,5.0,286,61
1443,9.0,5.0,7,2
1444,9.0,5.0,156,2
1445,9.0,5.0,290,2
1446,9.0,5.0,286,2
1447,9.0,5.0,7,61
1448,9.0,5.0,156,61
1449,9.0,5.0,290,61
1450,9.0,5.0,286,61
1451,9.0,5.0,7,2
1452,9.0,5.0,156,2
1453,9.0,5.0,290,2
1454,9.0,5.0,286,2
1455,9.0,5.0,7,61
1456,9.0,5.0,156,61
1457,9.0,5.0,290,61
1458,9.0,5.0,286,61
1459,9.0,5.0,7,2
1460,9.0,5.0,156,2
1461,9.0,5.0,290,2
1462,9.0,5.0,286,2
1463,22.0,5.0,415,61
1464,22.0,5.0,394,61
1465,22.0,5.0,393,61
1466,22.0,5.0,416,61
1467,22.0,5.0,393,61
1468,22.0,5.0,415,22
1469,22.0,5.0,394,22
1470,22.0,5.0,393,22
1471,22.0,5.0,416,22
1472,22.0,5.0,393,22
1473,20.0,5.0,238,61
1474,20.0,5.0,238,61
1475,20.0,5.0,363,61
1476,19.0,5.0,244,61
1477,20.0,5.0,238,13
1478,20.0,5.0,238,13
1479,20.0,5.0,363,13
1480,19.0,5.0,244,13
1481,20.0,5.0,238,22
1482,20.0,5.0,238,22
1483,20.0,5.0,363,22
1484,19.0,5.0,244,22
1485,20.0,5.0,238,61
1486,20.0,5.0,238,61
1487,20.0,5.0,363,61
1488,19.0,5.0,244,61
1489,20.0,5.0,238,13
1490,20.0,5.0,238,13
1491,20.0,5.0,363,13
1492,19.0,5.0,244,13
1493,20.0,5.0,238,22
1494,20.0,5.0,238,22
1495,20.0,5.0,363,22
1496,19.0,5.0,244,22
1497,20.0,5.0,238,61
1498,20.0,5.0,238,61
1499,20.0,5.0,363,61
1500,19.0,5.0,244,61
1501,20.0,5.0,238,13
1502,20.0,5.0,238,13
1503,20.0,5.0,363,13
1504,19.0,5.0,244,13
1505,20.0,5.0,238,22
1506,20.0,5.0,238,22
1507,20.0,5.0,363,22
1508,19.0,5.0,244,22
1509,3.0,5.0,123,61
1510,3.0,5.0,123,61
1511,3.0,5.0,203,61
1512,3.0,5.0,123,22
1513,3.0,5.0,123,22
1514,3.0,5.0,203,22
1515,3.0,5.0,123,90
1516,3.0,5.0,123,90
1517,3.0,5.0,203,90
1518,3.0,5.0,123,79
1519,3.0,5.0,123,79
1520,3.0,5.0,203,79
1521,3.0,5.0,123,91
1522,3.0,5.0,123,91
1523,3.0,5.0,203,91
1524,3.0,5.0,123,96
1525,3.0,5.0,123,96
1526,3.0,5.0,203,96
1527,20.0,5.0,292,40
1528,20.0,5.0,18,40
1529,20.0,5.0,145,40
1530,20.0,5.0,292,61
1531,20.0,5.0,18,61
1532,20.0,5.0,145,61
1533,20.0,5.0,292,13
1534,20.0,5.0,18,13
1535,20.0,5.0,145,13
1536,20.0,5.0,292,22
1537,20.0,5.0,18,22
1538,20.0,5.0,145,22
1539,20.0,5.0,292,62
1540,20.0,5.0,18,62
1541,20.0,5.0,145,62
1542,20.0,5.0,292,40
1543,20.0,5.0,18,40
1544,20.0,5.0,145,40
1545,20.0,5.0,292,61
1546,20.0,5.0,18,61
1547,20.0,5.0,145,61
1548,20.0,5.0,292,13
1549,20.0,5.0,18,13
1550,20.0,5.0,145,13
1551,20.0,5.0,292,22
1552,20.0,5.0,18,22
1553,20.0,5.0,145,22
1554,20.0,5.0,292,62
1555,20.0,5.0,18,62
1556,20.0,5.0,145,62
1557,20.0,5.0,292,40
1558,20.0,5.0,18,40
1559,20.0,5.0,145,40
1560,20.0,5.0,292,61
1561,20.0,5.0,18,61
1562,20.0,5.0,145,61
1563,20.0,5.0,292,13
1564,20.0,5.0,18,13
1565,20.0,5.0,145,13
1566,20.0,5.0,292,22
1567,20.0,5.0,18,22
1568,20.0,5.0,145,22
1569,20.0,5.0,292,62
1570,20.0,5.0,18,62
1571,20.0,5.0,145,62
1572,20.0,5.0,292,40
1573,20.0,5.0,18,40
1574,20.0,5.0,145,40
1575,20.0,5.0,292,61
1576,20.0,5.0,18,61
1577,20.0,5.0,145,61
1578,20.0,5.0,292,13
1579,20.0,5.0,18,13
1580,20.0,5.0,145,13
1581,20.0,5.0,292,22
1582,20.0,5.0,18,22
1583,20.0,5.0,145,22
1584,20.0,5.0,292,62
1585,20.0,5.0,18,62
1586,20.0,5.0,145,62
1587,20.0,5.0,292,40
1588,20.0,5.0,18,40
1589,20.0,5.0,145,40
1590,20.0,5.0,292,61
1591,20.0,5.0,18,61
1592,20.0,5.0,145,61
1593,20.0,5.0,292,13
1594,20.0,5.0,18,13
1595,20.0,5.0,145,13
1596,20.0,5.0,292,22
1597,20.0,5.0,18,22
1598,20.0,5.0,145,22
1599,20.0,5.0,292,62
1600,20.0,5.0,18,62
1601,20.0,5.0,145,62
1602,20.0,5.0,292,40
1603,20.0,5.0,18,40
1604,20.0,5.0,145,40
1605,20.0,5.0,292,61
1606,20.0,5.0,18,61
1607,20.0,5.0,145,61
1608,20.0,5.0,292,13
1609,20.0,5.0,18,13
1610,20.0,5.0,145,13
1611,20.0,5.0,292,22
1612,20.0,5.0,18,22
1613,20.0,5.0,145,22
1614,20.0,5.0,292,62
1615,20.0,5.0,18,62
1616,20.0,5.0,145,62
1617,20.0,5.0,292,40
1618,20.0,5.0,18,40
1619,20.0,5.0,145,40
1620,20.0,5.0,292,61
1621,20.0,5.0,18,61
1622,20.0,5.0,145,61
1623,20.0,5.0,292,13
1624,20.0,5.0,18,13
1625,20.0,5.0,145,13
1626,20.0,5.0,292,22
1627,20.0,5.0,18,22
1628,20.0,5.0,145,22
1629,20.0,5.0,292,62
1630,20.0,5.0,18,62
1631,20.0,5.0,145,62
1632,7.0,4.0,338,61
1633,8.0,4.0,206,61
1634,7.0,4.0,338,13
1635,8.0,4.0,206,13
1636,7.0,4.0,338,22
1637,8.0,4.0,206,22
1638,7.0,4.0,338,62
1639,8.0,4.0,206,62
1640,8.0,4.0,95,61
1641,8.0,4.0,19,61
1642,9.0,4.0,46,61
1643,14.0,4.0,373,61
1644,8.0,4.0,95,22
1645,8.0,4.0,19,22
1646,9.0,4.0,46,22
1647,14.0,4.0,373,22
1648,8.0,4.0,95,61
1649,8.0,4.0,19,61
1650,9.0,4.0,46,61
1651,14.0,4.0,373,61
1652,8.0,4.0,95,22
1653,8.0,4.0,19,22
1654,9.0,4.0,46,22
1655,14.0,4.0,373,22
1656,8.0,4.0,95,61
1657,8.0,4.0,19,61
1658,9.0,4.0,46,61
1659,14.0,4.0,373,61
1660,8.0,4.0,95,22
1661,8.0,4.0,19,22
1662,9.0,4.0,46,22
1663,14.0,4.0,373,22
1664,8.0,4.0,300,61
1665,8.0,4.0,161,61
1666,22.0,4.0,376,61
1667,25.0,4.0,157,61
1668,25.0,4.0,403,61
1669,8.0,4.0,300,22
1670,8.0,4.0,161,22
1671,22.0,4.0,376,22
1672,25.0,4.0,157,22
1673,25.0,4.0,403,22
1674,8.0,4.0,300,62
1675,8.0,4.0,161,62
1676,22.0,4.0,376,62
1677,25.0,4.0,157,62
1678,25.0,4.0,403,62
1679,8.0,4.0,300,77
1680,8.0,4.0,161,77
1681,22.0,4.0,376,77
1682,25.0,4.0,157,77
1683,25.0,4.0,403,77
1684,8.0,4.0,300,61
1685,8.0,4.0,161,61
1686,22.0,4.0,376,61
1687,25.0,4.0,157,61
1688,25.0,4.0,403,61
1689,8.0,4.0,300,22
1690,8.0,4.0,161,22
1691,22.0,4.0,376,22
1692,25.0,4.0,157,22
1693,25.0,4.0,403,22
1694,8.0,4.0,300,62
1695,8.0,4.0,161,62
1696,22.0,4.0,376,62
1697,25.0,4.0,157,62
1698,25.0,4.0,403,62
1699,8.0,4.0,300,77
1700,8.0,4.0,161,77
1701,22.0,4.0,376,77
1702,25.0,4.0,157,77
1703,25.0,4.0,403,77
1704,3.0,5.0,361,71
1705,3.0,5.0,309,71
1706,3.0,5.0,305,71
1707,3.0,5.0,361,40
1708,3.0,5.0,309,40
1709,3.0,5.0,305,40
1710,3.0,5.0,361,61
1711,3.0,5.0,309,61
1712,3.0,5.0,305,61
1713,3.0,5.0,361,13
1714,3.0,5.0,309,13
1715,3.0,5.0,305,13
1716,3.0,5.0,361,22
1717,3.0,5.0,309,22
1718,3.0,5.0,305,22
1719,3.0,5.0,361,62
1720,3.0,5.0,309,62
1721,3.0,5.0,305,62
1722,3.0,5.0,361,71
1723,3.0,5.0,309,71
1724,3.0,5.0,305,71
1725,3.0,5.0,361,40
1726,3.0,5.0,309,40
1727,3.0,5.0,305,40
1728,3.0,5.0,361,61
1729,3.0,5.0,309,61
1730,3.0,5.0,305,61
1731,3.0,5.0,361,13
1732,3.0,5.0,309,13
1733,3.0,5.0,305,13
1734,3.0,5.0,361,22
1735,3.0,5.0,309,22
1736,3.0,5.0,305,22
1737,3.0,5.0,361,62
1738,3.0,5.0,309,62
1739,3.0,5.0,305,62
1740,3.0,5.0,361,71
1741,3.0,5.0,309,71
1742,3.0,5.0,305,71
1743,3.0,5.0,361,40
1744,3.0,5.0,309,40
1745,3.0,5.0,305,40
1746,3.0,5.0,361,61
1747,3.0,5.0,309,61
1748,3.0,5.0,305,61
1749,3.0,5.0,361,13
1750,3.0,5.0,309,13
1751,3.0,5.0,305,13
1752,3.0,5.0,361,22
1753,3.0,5.0,309,22
1754,3.0,5.0,305,22
1755,3.0,5.0,361,62
1756,3.0,5.0,309,62
1757,3.0,5.0,305,62
1758,3.0,5.0,361,71
1759,3.0,5.0,309,71
1760,3.0,5.0,305,71
1761,3.0,5.0,361,40
1762,3.0,5.0,309,40
1763,3.0,5.0,305,40
1764,3.0,5.0,361,61
1765,3.0,5.0,309,61
1766,3.0,5.0,305,61
1767,3.0,5.0,361,13
1768,3.0,5.0,309,13
1769,3.0,5.0,305,13
1770,3.0,5.0,361,22
1771,3.0,5.0,309,22
1772,3.0,5.0,305,22
1773,3.0,5.0,361,62
1774,3.0,5.0,309,62
1775,3.0,5.0,305,62
1776,3.0,4.0,269,71
1777,3.0,4.0,390,71
1778,3.0,4.0,269,40
1779,3.0,4.0,390,40
1780,3.0,4.0,269,11
1781,3.0,4.0,390,11
1782,3.0,4.0,27,71
1783,3.0,4.0,331,71
1784,3.0,4.0,166,71
1785,3.0,4.0,331,71
1786,3.0,4.0,331,71
1787,20.0,4.0,408,71
1788,20.0,4.0,333,71
1789,20.0,4.0,334,71
1790,20.0,4.0,331,71
1791,3.0,4.0,331,10
1792,20.0,4.0,408,10
1793,20.0,4.0,333,10
1794,20.0,4.0,334,10
1795,20.0,4.0,331,10
1796,3.0,4.0,331,11
1797,20.0,4.0,408,11
1798,20.0,4.0,333,11
1799,20.0,4.0,334,11
1800,20.0,4.0,331,11
1801,20.0,4.0,282,71
1802,20.0,4.0,282,61
1803,20.0,4.0,282,15
1804,14.0,4.0,48,40
1805,14.0,4.0,48,29
1806,14.0,4.0,48,22
1807,14.0,4.0,48,62
1808,14.0,4.0,48,16
1809,3.0,4.0,105,13
1810,3.0,4.0,105,22
1811,3.0,4.0,105,27
1812,3.0,4.0,105,13
1813,3.0,4.0,105,22
1814,3.0,4.0,105,27
1815,3.0,4.0,105,13
1816,3.0,4.0,105,22
1817,3.0,4.0,105,27
1818,3.0,4.0,50,29
1819,3.0,4.0,231,29
1820,3.0,4.0,231,29
1821,3.0,4.0,50,11
1822,3.0,4.0,231,11
1823,3.0,4.0,231,11
1824,3.0,4.0,50,61
1825,3.0,4.0,231,61
1826,3.0,4.0,231,61
1827,3.0,4.0,50,22
1828,3.0,4.0,231,22
1829,3.0,4.0,231,22
1830,3.0,4.0,50,62
1831,3.0,4.0,231,62
1832,3.0,4.0,231,62
1833,3.0,4.0,392,87
1834,1.0,4.0,136,71
1835,10.0,4.0,154,71
1836,10.0,4.0,184,71
1837,1.0,4.0,136,61
1838,10.0,4.0,154,61
1839,10.0,4.0,184,61
1840,1.0,4.0,136,13
1841,10.0,4.0,154,13
1842,10.0,4.0,184,13
1843,1.0,4.0,136,22
1844,10.0,4.0,154,22
1845,10.0,4.0,184,22
1846,1.0,4.0,136,62
1847,10.0,4.0,154,62
1848,10.0,4.0,184,62
1849,1.0,4.0,136,30
1850,10.0,4.0,154,30
1851,10.0,4.0,184,30
1852,1.0,4.0,136,71
1853,10.0,4.0,154,71
1854,10.0,4.0,184,71
1855,1.0,4.0,136,61
1856,10.0,4.0,154,61
1857,10.0,4.0,184,61
1858,1.0,4.0,136,13
1859,10.0,4.0,154,13
1860,10.0,4.0,184,13
1861,1.0,4.0,136,22
1862,10.0,4.0,154,22
1863,10.0,4.0,184,22
1864,1.0,4.0,136,62
1865,10.0,4.0,154,62
1866,10.0,4.0,184,62
1867,1.0,4.0,136,30
1868,10.0,4.0,154,30
1869,10.0,4.0,184,30
1870,16.0,4.0,135,40
1871,12.0,4.0,103,40
1872,3.0,4.0,103,40
1873,3.0,4.0,193,40
1874,3.0,4.0,194,40
1875,3.0,4.0,102,40
1876,3.0,4.0,267,40
1877,3.0,4.0,364,40
1878,3.0,4.0,54,40
1879,3.0,4.0,72,40
1880,16.0,4.0,135,61
1881,12.0,4.0,103,61
1882,3.0,4.0,103,61
1883,3.0,4.0,193,61
1884,3.0,4.0,194,61
1885,3.0,4.0,102,61
1886,3.0,4.0,267,61
1887,3.0,4.0,364,61
1888,3.0,4.0,54,61
1889,3.0,4.0,72,61
1890,16.0,4.0,135,22
1891,12.0,4.0,103,22
1892,3.0,4.0,103,22
1893,3.0,4.0,193,22
1894,3.0,4.0,194,22
1895,3.0,4.0,102,22
1896,3.0,4.0,267,22
1897,3.0,4.0,364,22
1898,3.0,4.0,54,22
1899,3.0,4.0,72,22
1900,16.0,4.0,135,87
1901,12.0,4.0,103,87
1902,3.0,4.0,103,87
1903,3.0,4.0,193,87
1904,3.0,4.0,194,87
1905,3.0,4.0,102,87
1906,3.0,4.0,267,87
1907,3.0,4.0,364,87
1908,3.0,4.0,54,87
1909,3.0,4.0,72,87
1910,3.0,4.0,282,61
1911,3.0,4.0,282,22
1912,3.0,4.0,384,71
1913,3.0,4.0,384,18
1914,3.0,4.0,384,71
1915,3.0,4.0,384,18
1916,3.0,4.0,303,20
