,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
2848,20.0,1.0,53,13
2849,20.0,1.0,226,22
2850,20.0,1.0,212,22
2851,20.0,1.0,281,22
2852,20.0,1.0,53,22
2853,20.0,1.0,237,13
2854,20.0,1.0,9,13
2855,19.0,1.0,98,13
2856,23.0,1.0,174,13
2857,20.0,1.0,237,0
2858,20.0,1.0,9,0
2859,19.0,1.0,98,0
2860,23.0,1.0,174,0
2861,20.0,1.0,237,55
2862,20.0,1.0,9,55
2863,19.0,1.0,98,55
2864,23.0,1.0,174,55
2865,20.0,1.0,237,49
2866,20.0,1.0,9,49
2867,19.0,1.0,98,49
2868,23.0,1.0,174,49
2869,20.0,1.0,237,42
2870,20.0,1.0,9,42
2871,19.0,1.0,98,42
2872,23.0,1.0,174,42
2873,20.0,1.0,237,13
2874,20.0,1.0,9,13
2875,19.0,1.0,98,13
2876,23.0,1.0,174,13
2877,20.0,1.0,237,0
2878,20.0,1.0,9,0
2879,19.0,1.0,98,0
2880,23.0,1.0,174,0
2881,20.0,1.0,237,55
2882,20.0,1.0,9,55
2883,19.0,1.0,98,55
2884,23.0,1.0,174,55
2885,20.0,1.0,237,49
2886,20.0,1.0,9,49
2887,19.0,1.0,98,49
2888,23.0,1.0,174,49
2889,20.0,1.0,237,42
2890,20.0,1.0,9,42
2891,19.0,1.0,98,42
2892,23.0,1.0,174,42
2893,20.0,1.0,237,13
2894,20.0,1.0,9,13
2895,19.0,1.0,98,13
2896,23.0,1.0,174,13
2897,20.0,1.0,237,0
2898,20.0,1.0,9,0
2899,19.0,1.0,98,0
2900,23.0,1.0,174,0
2901,20.0,1.0,237,55
2902,20.0,1.0,9,55
2903,19.0,1.0,98,55
2904,23.0,1.0,174,55
2905,20.0,1.0,237,49
2906,20.0,1.0,9,49
2907,19.0,1.0,98,49
2908,23.0,1.0,174,49
2909,20.0,1.0,237,42
2910,20.0,1.0,9,42
2911,19.0,1.0,98,42
2912,23.0,1.0,174,42
2913,20.0,1.0,26,71
2914,20.0,1.0,26,61
2915,20.0,1.0,26,22
2916,20.0,1.0,26,96
2917,20.0,1.0,129,22
2918,23.0,1.0,381,2
2919,20.0,1.0,385,2
2920,23.0,1.0,381,56
2921,20.0,1.0,385,56
2922,23.0,1.0,381,2
2923,20.0,1.0,385,2
2924,23.0,1.0,381,56
2925,20.0,1.0,385,56
2926,23.0,1.0,381,2
2927,20.0,1.0,385,2
2928,23.0,1.0,381,56
2929,20.0,1.0,385,56
2930,20.0,1.0,44,61
2931,20.0,1.0,369,61
2932,20.0,1.0,256,61
2933,20.0,1.0,4,61
2934,9.0,1.0,58,61
2935,9.0,1.0,29,61
2936,9.0,1.0,163,61
2937,20.0,1.0,299,61
2938,20.0,1.0,369,22
2939,20.0,1.0,256,22
2940,20.0,1.0,4,22
2941,9.0,1.0,58,22
2942,9.0,1.0,29,22
2943,9.0,1.0,163,22
2944,20.0,1.0,299,22
2945,20.0,1.0,369,62
2946,20.0,1.0,256,62
2947,20.0,1.0,4,62
2948,9.0,1.0,58,62
2949,9.0,1.0,29,62
2950,9.0,1.0,163,62
2951,20.0,1.0,299,62
2952,20.0,1.0,369,63
2953,20.0,1.0,256,63
2954,20.0,1.0,4,63
2955,9.0,1.0,58,63
2956,9.0,1.0,29,63
2957,9.0,1.0,163,63
2958,20.0,1.0,299,63
2959,20.0,1.0,369,24
2960,20.0,1.0,256,24
2961,20.0,1.0,4,24
2962,9.0,1.0,58,24
2963,9.0,1.0,29,24
2964,9.0,1.0,163,24
2965,20.0,1.0,299,24
2966,20.0,1.0,369,51
2967,20.0,1.0,256,51
2968,20.0,1.0,4,51
2969,9.0,1.0,58,51
2970,9.0,1.0,29,51
2971,9.0,1.0,163,51
2972,20.0,1.0,299,51
2973,8.0,1.0,24,61
2974,8.0,1.0,61,61
2975,8.0,1.0,24,86
2976,8.0,1.0,61,86
2977,8.0,1.0,24,94
2978,8.0,1.0,61,94
2979,8.0,1.0,24,84
2980,8.0,1.0,61,84
2981,20.0,1.0,318,61
2982,20.0,1.0,227,61
2983,20.0,1.0,315,61
2984,20.0,1.0,318,61
2985,20.0,1.0,227,61
2986,20.0,1.0,315,61
2987,22.0,1.0,41,40
2988,22.0,1.0,253,40
2989,22.0,1.0,41,40
2990,22.0,1.0,41,10
2991,22.0,1.0,253,10
2992,22.0,1.0,41,10
2993,22.0,1.0,41,11
2994,22.0,1.0,253,11
2995,22.0,1.0,41,11
2996,22.0,1.0,41,61
2997,22.0,1.0,253,61
2998,22.0,1.0,41,61
2999,22.0,1.0,41,13
3000,22.0,1.0,253,13
3001,22.0,1.0,41,13
3002,22.0,1.0,41,22
3003,22.0,1.0,253,22
3004,22.0,1.0,41,22
3005,22.0,1.0,41,62
3006,22.0,1.0,253,62
3007,22.0,1.0,41,62
3008,22.0,1.0,41,40
3009,22.0,1.0,253,40
3010,22.0,1.0,41,40
3011,22.0,1.0,41,10
3012,22.0,1.0,253,10
3013,22.0,1.0,41,10
3014,22.0,1.0,41,11
3015,22.0,1.0,253,11
3016,22.0,1.0,41,11
3017,22.0,1.0,41,61
3018,22.0,1.0,253,61
3019,22.0,1.0,41,61
3020,22.0,1.0,41,13
3021,22.0,1.0,253,13
3022,22.0,1.0,41,13
3023,22.0,1.0,41,22
3024,22.0,1.0,253,22
3025,22.0,1.0,41,22
3026,22.0,1.0,41,62
3027,22.0,1.0,253,62
3028,22.0,1.0,41,62
3029,22.0,1.0,41,40
3030,22.0,1.0,253,40
3031,22.0,1.0,41,40
3032,22.0,1.0,41,10
3033,22.0,1.0,253,10
3034,22.0,1.0,41,10
3035,22.0,1.0,41,11
3036,22.0,1.0,253,11
3037,22.0,1.0,41,11
3038,22.0,1.0,41,61
3039,22.0,1.0,253,61
3040,22.0,1.0,41,61
3041,22.0,1.0,41,13
3042,22.0,1.0,253,13
3043,22.0,1.0,41,13
3044,22.0,1.0,41,22
3045,22.0,1.0,253,22
3046,22.0,1.0,41,22
3047,22.0,1.0,41,62
3048,22.0,1.0,253,62
3049,22.0,1.0,41,62
3050,20.0,1.0,228,59
3051,20.0,1.0,258,59
3052,20.0,1.0,228,59
3053,20.0,1.0,258,59
3054,20.0,1.0,343,56
3055,20.0,1.0,255,56
3056,20.0,1.0,215,56
3057,20.0,1.0,223,56
3058,20.0,1.0,73,56
3059,20.0,1.0,310,56
3060,20.0,1.0,216,56
3061,20.0,1.0,291,56
3062,20.0,1.0,343,2
3063,20.0,1.0,255,2
3064,20.0,1.0,215,2
3065,20.0,1.0,223,2
3066,20.0,1.0,73,2
3067,20.0,1.0,310,2
3068,20.0,1.0,216,2
3069,20.0,1.0,291,2
3070,5.0,1.0,287,71
3071,5.0,1.0,287,11
3072,5.0,1.0,287,61
3073,5.0,1.0,287,22
3074,5.0,1.0,287,62
3075,5.0,1.0,287,56
3076,3.0,4.0,303,20
3077,3.0,4.0,217,71
3078,3.0,4.0,217,40
3079,3.0,4.0,217,10
3080,3.0,4.0,217,29
3081,3.0,4.0,217,11
3082,3.0,4.0,217,46
3083,3.0,4.0,217,18
3084,3.0,4.0,217,61
3085,3.0,4.0,217,13
3086,3.0,4.0,217,22
3087,3.0,4.0,217,62
3088,3.0,4.0,217,71
3089,3.0,4.0,217,40
3090,3.0,4.0,217,10
3091,3.0,4.0,217,29
3092,3.0,4.0,217,11
3093,3.0,4.0,217,46
3094,3.0,4.0,217,18
3095,3.0,4.0,217,61
3096,3.0,4.0,217,13
3097,3.0,4.0,217,22
3098,3.0,4.0,217,62
3099,1.0,1.0,139,61
3100,1.0,1.0,14,61
3101,1.0,1.0,46,61
3102,1.0,1.0,40,61
3103,1.0,1.0,22,61
3104,1.0,1.0,139,22
3105,1.0,1.0,14,22
3106,1.0,1.0,46,22
3107,1.0,1.0,40,22
3108,1.0,1.0,22,22
3109,1.0,1.0,139,61
3110,1.0,1.0,14,61
3111,1.0,1.0,46,61
3112,1.0,1.0,40,61
3113,1.0,1.0,22,61
3114,1.0,1.0,139,22
3115,1.0,1.0,14,22
3116,1.0,1.0,46,22
3117,1.0,1.0,40,22
3118,1.0,1.0,22,22
3119,1.0,1.0,139,61
3120,1.0,1.0,14,61
3121,1.0,1.0,46,61
3122,1.0,1.0,40,61
3123,1.0,1.0,22,61
3124,1.0,1.0,139,22
3125,1.0,1.0,14,22
3126,1.0,1.0,46,22
3127,1.0,1.0,40,22
3128,1.0,1.0,22,22
3129,1.0,1.0,139,61
3130,1.0,1.0,14,61
3131,1.0,1.0,46,61
3132,1.0,1.0,40,61
3133,1.0,1.0,22,61
3134,1.0,1.0,139,22
3135,1.0,1.0,14,22
3136,1.0,1.0,46,22
3137,1.0,1.0,40,22
3138,1.0,1.0,22,22
3139,16.0,1.0,46,71
3140,16.0,1.0,218,71
3141,16.0,1.0,85,71
3142,16.0,1.0,46,61
3143,16.0,1.0,218,61
3144,16.0,1.0,85,61
3145,16.0,1.0,46,22
3146,16.0,1.0,218,22
3147,16.0,1.0,85,22
3148,16.0,1.0,46,62
3149,16.0,1.0,218,62
3150,16.0,1.0,85,62
3151,16.0,1.0,46,71
3152,16.0,1.0,218,71
3153,16.0,1.0,85,71
3154,16.0,1.0,46,61
3155,16.0,1.0,218,61
3156,16.0,1.0,85,61
3157,16.0,1.0,46,22
3158,16.0,1.0,218,22
3159,16.0,1.0,85,22
3160,16.0,1.0,46,62
3161,16.0,1.0,218,62
3162,16.0,1.0,85,62
3163,16.0,1.0,46,71
3164,16.0,1.0,218,71
3165,16.0,1.0,85,71
3166,16.0,1.0,46,61
3167,16.0,1.0,218,61
3168,16.0,1.0,85,61
3169,16.0,1.0,46,22
3170,16.0,1.0,218,22
3171,16.0,1.0,85,22
3172,16.0,1.0,46,62
3173,16.0,1.0,218,62
3174,16.0,1.0,85,62
3175,16.0,1.0,110,22
3176,16.0,1.0,93,22
3177,16.0,1.0,92,22
3178,16.0,1.0,171,61
3179,16.0,1.0,137,61
3180,16.0,1.0,228,61
3181,16.0,1.0,171,22
3182,16.0,1.0,137,22
3183,16.0,1.0,228,22
3184,14.0,1.0,165,61
3185,14.0,1.0,165,61
3186,14.0,1.0,165,22
3187,14.0,1.0,165,22
3188,14.0,1.0,165,62
3189,14.0,1.0,165,62
3190,14.0,1.0,165,61
3191,14.0,1.0,165,61
3192,14.0,1.0,165,22
3193,14.0,1.0,165,22
3194,14.0,1.0,165,62
3195,14.0,1.0,165,62
3196,14.0,1.0,165,61
3197,14.0,1.0,165,61
3198,14.0,1.0,165,22
3199,14.0,1.0,165,22
3200,14.0,1.0,165,62
3201,14.0,1.0,165,62
3202,16.0,1.0,93,61
3203,16.0,1.0,169,61
3204,16.0,1.0,112,61
3205,16.0,1.0,93,22
3206,16.0,1.0,169,22
3207,16.0,1.0,112,22
3208,16.0,1.0,93,62
3209,16.0,1.0,169,62
3210,16.0,1.0,112,62
3211,16.0,1.0,93,61
3212,16.0,1.0,169,61
3213,16.0,1.0,112,61
3214,16.0,1.0,93,22
3215,16.0,1.0,169,22
3216,16.0,1.0,112,22
3217,16.0,1.0,93,62
3218,16.0,1.0,169,62
3219,16.0,1.0,112,62
3220,16.0,1.0,46,61
3221,16.0,1.0,52,61
3222,16.0,1.0,46,22
3223,16.0,1.0,52,22
3224,16.0,1.0,46,62
3225,16.0,1.0,52,62
3226,16.0,1.0,46,61
3227,16.0,1.0,52,61
3228,16.0,1.0,46,22
3229,16.0,1.0,52,22
3230,16.0,1.0,46,62
3231,16.0,1.0,52,62
3232,25.0,4.0,167,71
3233,3.0,4.0,374,71
3234,25.0,4.0,167,40
3235,3.0,4.0,374,40
3236,3.0,4.0,27,71
3237,3.0,4.0,331,71
3238,3.0,4.0,166,71
3239,3.0,4.0,331,71
3240,3.0,4.0,299,40
3241,22.0,4.0,328,40
3242,22.0,4.0,1,40
3243,22.0,4.0,131,40
3244,3.0,4.0,299,61
3245,22.0,4.0,328,61
3246,22.0,4.0,1,61
3247,22.0,4.0,131,61
3248,3.0,4.0,299,22
3249,22.0,4.0,328,22
3250,22.0,4.0,1,22
3251,22.0,4.0,131,22
3252,3.0,4.0,299,40
3253,22.0,4.0,328,40
3254,22.0,4.0,1,40
3255,22.0,4.0,131,40
3256,3.0,4.0,299,61
3257,22.0,4.0,328,61
3258,22.0,4.0,1,61
3259,22.0,4.0,131,61
3260,3.0,4.0,299,22
3261,22.0,4.0,328,22
3262,22.0,4.0,1,22
3263,22.0,4.0,131,22
3264,3.0,4.0,298,71
3265,28.0,4.0,298,71
3266,28.0,4.0,298,71
3267,28.0,4.0,401,71
3268,8.0,4.0,319,71
3269,3.0,4.0,298,40
3270,28.0,4.0,298,40
3271,28.0,4.0,298,40
3272,28.0,4.0,401,40
3273,8.0,4.0,319,40
3274,3.0,4.0,298,10
3275,28.0,4.0,298,10
3276,28.0,4.0,298,10
3277,28.0,4.0,401,10
3278,8.0,4.0,319,10
3279,3.0,4.0,298,29
3280,28.0,4.0,298,29
3281,28.0,4.0,298,29
3282,28.0,4.0,401,29
3283,8.0,4.0,319,29
3284,3.0,4.0,298,11
3285,28.0,4.0,298,11
3286,28.0,4.0,298,11
3287,28.0,4.0,401,11
3288,8.0,4.0,319,11
3289,3.0,4.0,298,61
3290,28.0,4.0,298,61
3291,28.0,4.0,298,61
3292,28.0,4.0,401,61
3293,8.0,4.0,319,61
3294,3.0,4.0,298,13
3295,28.0,4.0,298,13
3296,28.0,4.0,298,13
3297,28.0,4.0,401,13
3298,8.0,4.0,319,13
3299,3.0,4.0,298,22
3300,28.0,4.0,298,22
3301,28.0,4.0,298,22
3302,28.0,4.0,401,22
3303,8.0,4.0,319,22
3304,3.0,4.0,298,62
3305,28.0,4.0,298,62
3306,28.0,4.0,298,62
3307,28.0,4.0,401,62
3308,8.0,4.0,319,62
3309,3.0,4.0,46,71
3310,3.0,4.0,282,71
3311,3.0,4.0,55,71
3312,25.0,4.0,167,71
3313,3.0,4.0,374,71
3314,25.0,4.0,167,40
3315,3.0,4.0,374,40
3316,3.0,4.0,269,71
3317,3.0,4.0,390,71
3318,3.0,4.0,269,40
3319,3.0,4.0,390,40
3320,3.0,4.0,269,11
3321,3.0,4.0,390,11
3322,3.0,4.0,27,71
3323,3.0,4.0,331,71
3324,3.0,4.0,166,71
3325,3.0,4.0,331,71
3326,3.0,4.0,299,40
3327,22.0,4.0,328,40
3328,22.0,4.0,1,40
3329,22.0,4.0,131,40
3330,3.0,4.0,299,61
3331,22.0,4.0,328,61
3332,22.0,4.0,1,61
3333,22.0,4.0,131,61
3334,3.0,4.0,299,22
3335,22.0,4.0,328,22
3336,22.0,4.0,1,22
3337,22.0,4.0,131,22
3338,3.0,4.0,331,71
3339,20.0,4.0,408,71
3340,20.0,4.0,333,71
3341,20.0,4.0,334,71
3342,20.0,4.0,331,71
3343,3.0,4.0,331,10
3344,20.0,4.0,408,10
3345,20.0,4.0,333,10
3346,20.0,4.0,334,10
3347,20.0,4.0,331,10
3348,3.0,4.0,331,11
3349,20.0,4.0,408,11
3350,20.0,4.0,333,11
3351,20.0,4.0,334,11
3352,20.0,4.0,331,11
3353,25.0,4.0,167,71
3354,3.0,4.0,374,71
3355,25.0,4.0,167,40
3356,3.0,4.0,374,40
3357,3.0,4.0,46,71
3358,3.0,4.0,282,71
3359,3.0,4.0,55,71
3360,3.0,4.0,269,71
3361,3.0,4.0,390,71
3362,3.0,4.0,269,40
3363,3.0,4.0,390,40
3364,3.0,4.0,269,11
3365,3.0,4.0,390,11
3366,3.0,4.0,269,71
3367,3.0,4.0,390,71
3368,3.0,4.0,269,40
3369,3.0,4.0,390,40
3370,3.0,4.0,269,11
3371,3.0,4.0,390,11
3372,3.0,4.0,299,40
3373,22.0,4.0,328,40
3374,22.0,4.0,1,40
3375,22.0,4.0,131,40
3376,3.0,4.0,299,61
3377,22.0,4.0,328,61
3378,22.0,4.0,1,61
3379,22.0,4.0,131,61
3380,3.0,4.0,299,22
3381,22.0,4.0,328,22
3382,22.0,4.0,1,22
3383,22.0,4.0,131,22
3384,3.0,4.0,27,71
3385,3.0,4.0,331,71
3386,3.0,4.0,166,71
3387,3.0,4.0,331,71
3388,6.0,4.0,400,100
3389,28.0,4.0,116,100
3390,12.0,4.0,413,100
3391,12.0,4.0,407,61
3392,12.0,4.0,414,61
3393,12.0,4.0,268,61
3394,28.0,4.0,375,61
3395,12.0,4.0,414,76
3396,12.0,4.0,268,76
3397,28.0,4.0,375,76
3398,12.0,4.0,414,61
3399,12.0,4.0,268,61
3400,28.0,4.0,375,61
3401,12.0,4.0,414,76
3402,12.0,4.0,268,76
3403,28.0,4.0,375,76
3404,28.0,4.0,274,61
3405,6.0,4.0,69,61
3406,28.0,4.0,153,61
3407,28.0,4.0,274,22
3408,6.0,4.0,69,22
3409,28.0,4.0,153,22
3410,28.0,4.0,274,64
3411,6.0,4.0,69,64
3412,28.0,4.0,153,64
3413,28.0,4.0,274,61
3414,6.0,4.0,69,61
3415,28.0,4.0,153,61
3416,28.0,4.0,274,22
3417,6.0,4.0,69,22
3418,28.0,4.0,153,22
3419,28.0,4.0,274,64
3420,6.0,4.0,69,64
3421,28.0,4.0,153,64
3422,12.0,4.0,94,61
3423,12.0,4.0,410,61
3424,28.0,4.0,147,61
3425,6.0,4.0,299,61
3426,12.0,4.0,94,22
3427,12.0,4.0,410,22
3428,28.0,4.0,147,22
3429,6.0,4.0,299,22
3430,12.0,4.0,94,62
3431,12.0,4.0,410,62
3432,28.0,4.0,147,62
3433,6.0,4.0,299,62
3434,6.0,4.0,325,22
3435,6.0,4.0,325,69
3436,12.0,4.0,389,61
3437,12.0,4.0,389,22
3438,12.0,4.0,389,61
3439,12.0,4.0,389,22
3440,12.0,4.0,389,61
3441,12.0,4.0,389,22
3442,6.0,4.0,399,61
3443,6.0,4.0,399,22
3444,6.0,4.0,200,29
3445,12.0,4.0,299,29
3446,6.0,4.0,83,29
3447,28.0,4.0,173,29
3448,12.0,4.0,183,29
3449,6.0,4.0,200,22
3450,12.0,4.0,299,22
3451,6.0,4.0,83,22
3452,28.0,4.0,173,22
3453,12.0,4.0,183,22
3454,6.0,4.0,200,74
3455,12.0,4.0,299,74
3456,6.0,4.0,83,74
3457,28.0,4.0,173,74
3458,12.0,4.0,183,74
3459,6.0,4.0,200,70
3460,12.0,4.0,299,70
3461,6.0,4.0,83,70
3462,28.0,4.0,173,70
3463,12.0,4.0,183,70
3464,6.0,4.0,34,61
3465,28.0,4.0,252,61
3466,6.0,4.0,34,64
3467,28.0,4.0,252,64
3468,6.0,4.0,34,2
3469,28.0,4.0,252,2
3470,28.0,4.0,117,46
3471,28.0,4.0,117,61
3472,28.0,4.0,117,22
3473,28.0,4.0,117,65
3474,6.0,4.0,59,71
3475,6.0,4.0,21,71
3476,6.0,4.0,113,71
3477,6.0,4.0,59,40
3478,6.0,4.0,21,40
3479,6.0,4.0,113,40
3480,6.0,4.0,59,61
3481,6.0,4.0,21,61
3482,6.0,4.0,113,61
3483,6.0,4.0,59,22
3484,6.0,4.0,21,22
3485,6.0,4.0,113,22
3486,6.0,4.0,59,62
3487,6.0,4.0,21,62
3488,6.0,4.0,113,62
3489,6.0,4.0,59,29
3490,6.0,4.0,21,29
3491,6.0,4.0,113,29
3492,6.0,4.0,59,13
3493,6.0,4.0,21,13
3494,6.0,4.0,113,13
3495,6.0,4.0,59,70
3496,6.0,4.0,21,70
3497,6.0,4.0,113,70
3498,6.0,4.0,59,5
3499,6.0,4.0,21,5
3500,6.0,4.0,113,5
3501,12.0,4.0,389,61
3502,28.0,4.0,396,61
3503,12.0,4.0,389,22
3504,28.0,4.0,396,22
3505,12.0,4.0,389,62
3506,28.0,4.0,396,62
3507,12.0,4.0,132,61
3508,12.0,4.0,132,61
3509,12.0,4.0,132,61
3510,12.0,4.0,132,61
3511,12.0,4.0,132,22
3512,12.0,4.0,132,22
3513,12.0,4.0,132,22
3514,12.0,4.0,132,22
3515,12.0,4.0,132,47
3516,12.0,4.0,132,47
3517,12.0,4.0,132,47
3518,12.0,4.0,132,47
3519,12.0,4.0,132,64
3520,12.0,4.0,132,64
3521,12.0,4.0,132,64
3522,12.0,4.0,132,64
3523,12.0,4.0,132,77
3524,12.0,4.0,132,77
3525,12.0,4.0,132,77
3526,12.0,4.0,132,77
3527,12.0,4.0,132,44
3528,12.0,4.0,132,44
3529,12.0,4.0,132,44
3530,12.0,4.0,132,44
3531,12.0,4.0,132,20
3532,12.0,4.0,132,20
3533,12.0,4.0,132,20
3534,12.0,4.0,132,20
3535,12.0,4.0,132,61
3536,12.0,4.0,132,61
3537,12.0,4.0,132,61
3538,12.0,4.0,132,61
3539,12.0,4.0,132,22
3540,12.0,4.0,132,22
3541,12.0,4.0,132,22
3542,12.0,4.0,132,22
3543,12.0,4.0,132,47
3544,12.0,4.0,132,47
3545,12.0,4.0,132,47
3546,12.0,4.0,132,47
3547,12.0,4.0,132,64
3548,12.0,4.0,132,64
3549,12.0,4.0,132,64
3550,12.0,4.0,132,64
3551,12.0,4.0,132,77
3552,12.0,4.0,132,77
3553,12.0,4.0,132,77
3554,12.0,4.0,132,77
3555,12.0,4.0,132,44
3556,12.0,4.0,132,44
3557,12.0,4.0,132,44
3558,12.0,4.0,132,44
3559,12.0,4.0,132,20
3560,12.0,4.0,132,20
3561,12.0,4.0,132,20
3562,12.0,4.0,132,20
3563,12.0,4.0,9,61
3564,12.0,4.0,348,61
3565,12.0,4.0,9,22
3566,12.0,4.0,348,22
3567,12.0,4.0,9,2
3568,12.0,4.0,348,2
3569,12.0,4.0,9,37
3570,12.0,4.0,348,37
3571,12.0,4.0,9,45
3572,12.0,4.0,348,45
3573,12.0,4.0,9,21
3574,12.0,4.0,348,21
3575,12.0,4.0,115,61
3576,12.0,4.0,282,61
3577,28.0,4.0,245,61
3578,12.0,4.0,115,22
3579,12.0,4.0,282,22
3580,28.0,4.0,245,22
3581,12.0,4.0,115,61
3582,12.0,4.0,282,61
3583,28.0,4.0,245,61
3584,12.0,4.0,115,22
3585,12.0,4.0,282,22
3586,28.0,4.0,245,22
3587,12.0,4.0,115,61
3588,12.0,4.0,282,61
3589,28.0,4.0,245,61
3590,12.0,4.0,115,22
3591,12.0,4.0,282,22
3592,28.0,4.0,245,22
3593,12.0,4.0,115,61
3594,12.0,4.0,282,61
3595,28.0,4.0,245,61
3596,12.0,4.0,115,22
3597,12.0,4.0,282,22
3598,28.0,4.0,245,22
3599,12.0,4.0,177,29
3600,12.0,4.0,177,61
3601,28.0,4.0,214,67
3602,9.0,4.0,182,67
3603,6.0,4.0,321,67
3604,6.0,4.0,321,67
3605,28.0,4.0,214,67
3606,9.0,4.0,182,67
3607,6.0,4.0,321,67
3608,6.0,4.0,321,67
3609,28.0,4.0,190,71
3610,28.0,4.0,337,71
3611,28.0,4.0,360,71
3612,28.0,4.0,187,71
3613,28.0,4.0,190,40
3614,28.0,4.0,337,40
3615,28.0,4.0,360,40
3616,28.0,4.0,187,40
3617,28.0,4.0,190,11
3618,28.0,4.0,337,11
3619,28.0,4.0,360,11
3620,28.0,4.0,187,11
3621,28.0,4.0,190,61
3622,28.0,4.0,337,61
3623,28.0,4.0,360,61
3624,28.0,4.0,187,61
3625,28.0,4.0,190,22
3626,28.0,4.0,337,22
3627,28.0,4.0,360,22
3628,28.0,4.0,187,22
3629,28.0,4.0,198,61
3630,28.0,4.0,302,61
3631,6.0,4.0,185,61
3632,6.0,4.0,160,98
3633,6.0,4.0,108,98
3634,8.0,4.0,295,40
3635,8.0,4.0,295,61
3636,8.0,4.0,295,71
3637,8.0,4.0,295,22
3638,8.0,4.0,295,40
3639,8.0,4.0,295,61
3640,8.0,4.0,295,71
3641,8.0,4.0,295,22
3642,8.0,4.0,295,40
3643,8.0,4.0,295,61
3644,8.0,4.0,295,71
3645,8.0,4.0,295,22
3646,7.0,4.0,418,71
3647,7.0,4.0,38,71
3648,7.0,4.0,418,100
3649,7.0,4.0,38,100
3650,12.0,4.0,202,61
3651,12.0,4.0,202,89
3652,28.0,4.0,247,61
3653,28.0,4.0,90,61
3654,28.0,4.0,247,22
3655,28.0,4.0,90,22
3656,28.0,4.0,247,98
3657,28.0,4.0,90,98
3658,6.0,4.0,322,71
3659,6.0,4.0,408,71
3660,6.0,4.0,322,61
3661,6.0,4.0,408,61
3662,6.0,4.0,322,98
3663,6.0,4.0,408,98
3664,6.0,4.0,322,100
3665,6.0,4.0,408,100
3666,12.0,4.0,316,29
3667,12.0,4.0,316,61
3668,12.0,4.0,320,11
3669,12.0,4.0,320,61
3670,12.0,4.0,320,22
3671,12.0,4.0,320,62
3672,12.0,4.0,320,66
3673,12.0,4.0,320,11
3674,12.0,4.0,320,61
3675,12.0,4.0,320,22
3676,12.0,4.0,320,62
3677,12.0,4.0,320,66
3678,12.0,4.0,320,11
3679,12.0,4.0,320,61
3680,12.0,4.0,320,22
3681,12.0,4.0,320,62
3682,12.0,4.0,320,66
3683,12.0,4.0,320,11
3684,12.0,4.0,320,61
3685,12.0,4.0,320,22
3686,12.0,4.0,320,62
3687,12.0,4.0,320,66
3688,12.0,4.0,324,11
3689,12.0,4.0,324,46
3690,12.0,4.0,324,22
3691,12.0,4.0,324,11
3692,12.0,4.0,324,46
3693,12.0,4.0,324,22
3694,28.0,4.0,151,71
3695,28.0,4.0,107,71
3696,21.0,4.0,320,71
3697,28.0,4.0,151,40
3698,28.0,4.0,107,40
3699,21.0,4.0,320,40
3700,28.0,4.0,151,10
3701,28.0,4.0,107,10
3702,21.0,4.0,320,10
3703,28.0,4.0,151,11
3704,28.0,4.0,107,11
3705,21.0,4.0,320,11
3706,28.0,4.0,151,61
3707,28.0,4.0,107,61
3708,21.0,4.0,320,61
3709,28.0,4.0,151,22
3710,28.0,4.0,107,22
3711,21.0,4.0,320,22
3712,28.0,4.0,411,61
3713,28.0,4.0,411,22
3714,28.0,4.0,411,99
3715,28.0,4.0,411,61
3716,28.0,4.0,411,22
3717,28.0,4.0,411,99
3718,28.0,4.0,411,61
3719,28.0,4.0,411,22
3720,28.0,4.0,411,99
3721,6.0,4.0,325,22
3722,6.0,4.0,325,69
3723,28.0,4.0,150,100
3724,6.0,4.0,395,61
3725,6.0,4.0,395,99
3726,6.0,4.0,395,61
3727,6.0,4.0,395,99
3728,28.0,4.0,117,46
3729,28.0,4.0,117,61
3730,28.0,4.0,117,22
3731,28.0,4.0,117,65
3732,6.0,4.0,316,61
3733,6.0,4.0,316,22
3734,6.0,4.0,316,64
3735,28.0,4.0,323,68
3736,12.0,4.0,323,68
3737,12.0,4.0,323,68
3738,12.0,4.0,322,68
3739,28.0,4.0,323,68
3740,12.0,4.0,323,68
3741,12.0,4.0,323,68
3742,12.0,4.0,322,68
3743,28.0,4.0,323,68
3744,12.0,4.0,323,68
3745,12.0,4.0,323,68
3746,12.0,4.0,322,68
3747,28.0,4.0,323,68
3748,12.0,4.0,323,68
3749,12.0,4.0,323,68
3750,12.0,4.0,322,68
3751,28.0,4.0,350,61
3752,28.0,4.0,76,61
3753,28.0,4.0,350,22
3754,28.0,4.0,76,22
3755,28.0,4.0,350,61
3756,28.0,4.0,76,61
3757,28.0,4.0,350,22
3758,28.0,4.0,76,22
3759,28.0,4.0,214,67
3760,9.0,4.0,182,67
3761,6.0,4.0,321,67
3762,6.0,4.0,321,67
3763,6.0,4.0,80,22
3764,6.0,4.0,80,62
3765,6.0,4.0,80,64
3766,12.0,4.0,317,65
3767,12.0,4.0,357,61
3768,12.0,4.0,323,61
3769,12.0,4.0,283,61
3770,28.0,4.0,250,61
3771,12.0,4.0,358,61
3772,12.0,4.0,186,61
3773,12.0,4.0,357,13
3774,12.0,4.0,323,13
3775,12.0,4.0,283,13
3776,28.0,4.0,250,13
3777,12.0,4.0,358,13
3778,12.0,4.0,186,13
